"module","file","key","english","chinese","context","placeholders","notes"
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatTabLabel","Posit Assistant Tab","Posit Assistant 标签页","Posit Assistant 相关界面中的标签或显示文本（Chat 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatTitle","Posit Assistant","Posit Assistant","Posit Assistant 相关界面中的标题（Chat 资源）。","","中文值与英文原文完全相同；需要人工确认是否为有意保留英文；中文值不含汉字且包含拉丁字母；可能是产品名、缩写或保留英文，需人工确认；现有 translation provenance 状态为 needs-review"
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUnsupportedProtocolMessage","This version of RStudio is no longer supported by Posit Assistant. Please update RStudio to the latest version.","Posit Assistant 不再支持此版本的 RStudio。请将 RStudio 更新到最新版本。","Posit Assistant 相关界面中的提示或说明文本（Chat 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUnsupportedVersionDowngradeConfirmMessage","Your installed version of Posit Assistant ({0}) is no longer supported. The recommended version ({1}) is older than the version you have installed. Do you want to install it now?","不再支持已安装的 Posit Assistant（{0}）。建议版本 {1} 比当前安装版本更旧。是否立即安装建议版本？","Posit Assistant 相关界面中的提示或说明文本（Chat 资源）。","{0} | {1}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUnsupportedVersionMessage","Your installed version of Posit Assistant ({0}) is no longer supported. Please update to version {1} to continue.","不再支持已安装的 Posit Assistant（{0}）。请更新到版本 {1} 后继续使用。","Posit Assistant 相关界面中的提示或说明文本（Chat 资源）。","{0} | {1}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUnsupportedVersionNoUpdateMessage","Your installed version of Posit Assistant ({0}) is no longer supported and no update is available. Please update RStudio to the latest version.","不再支持已安装的 Posit Assistant（{0}），且目前没有可用更新。请将 RStudio 更新到最新版本。","Posit Assistant 相关界面中的提示或说明文本（Chat 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUnsupportedVersionUpdateConfirmMessage","Your installed version of Posit Assistant ({0}) is no longer supported. Do you want to update to version {1} now?","不再支持已安装的 Posit Assistant（{0}）。是否立即更新到版本 {1}？","Posit Assistant 相关界面中的提示或说明文本（Chat 资源）。","{0} | {1}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUpdateAvailableConfirmMessage","You have Posit Assistant version {0} installed. Version {1} is available. Do you want to update now?","已安装 Posit Assistant {0}，现有版本 {1} 可用。是否立即更新？","Posit Assistant 相关界面中的提示或说明文本（Chat 资源）。","{0} | {1}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUpdateAvailableTitle","Posit Assistant Update Available","Posit Assistant 有可用更新","Posit Assistant 相关界面中的标题（Chat 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUpdateAvailableWithVersionsMessage","You have Posit Assistant version {0} installed. Version {1} is available.","已安装 Posit Assistant {0}，现有版本 {1} 可用。","Posit Assistant 相关界面中的提示或说明文本（Chat 资源）。","{0} | {1}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUpdateButton","Update Posit Assistant","更新 Posit Assistant","Posit Assistant 相关界面中的按钮或操作项（Chat 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUpdateCheckFailed","Unable to download update information, continuing with currently installed version","无法下载更新信息，将继续使用当前安装的版本","Posit Assistant 相关界面中的界面文本（Chat 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUpdateComplete","Update complete. Reloading...","更新完成，正在重新加载...","Posit Assistant 相关界面中的界面文本（Chat 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUpdateFailed","Update failed: {0}","更新失败：{0}","Posit Assistant 相关界面中的界面文本（Chat 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUpdateNotStarted","Update process did not start. Please try again.","更新进程未启动，请重试。","Posit Assistant 相关界面中的界面文本（Chat 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUpdateRequiredTitle","Update Required","需要更新","Posit Assistant 相关界面中的标题（Chat 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUpdateStatusCheckFailed","Failed to check update status: {0}","无法检查更新状态：{0}","Posit Assistant 相关界面中的界面文本（Chat 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUpdateStatusUnknown","Unknown update status: {0}","未知的更新状态：{0}","Posit Assistant 相关界面中的界面文本（Chat 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUpdateTimeout","Update timeout - the update process took too long. Please try again or check your network connection.","更新超时——更新过程耗时过长。请重试或检查网络连接。","Posit Assistant 相关界面中的界面文本（Chat 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUpdating","Updating Posit Assistant...","正在更新 Posit Assistant...","Posit Assistant 相关界面中的界面文本（Chat 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","chatUseCurrentVersionButton","Use Current Version","使用当前版本","Posit Assistant 相关界面中的按钮或操作项（Chat 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","checkingInstallationMessage","Checking for Posit Assistant installation...","正在检查 Posit Assistant 是否已安装...","Posit Assistant 相关界面中的提示或说明文本（Chat 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","restartingChatMessage","Restarting Posit Assistant...","正在重新启动 Posit Assistant...","Posit Assistant 相关界面中的提示或说明文本（Chat 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","startingChatMessage","Starting Posit Assistant...","正在启动 Posit Assistant...","Posit Assistant 相关界面中的提示或说明文本（Chat 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","uninstallPositAssistantCaption","Uninstall Posit Assistant","卸载 Posit Assistant","Posit Assistant 相关界面中的标题（Chat 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/chat/ChatConstants_zh_CN.properties","uninstallPositAssistantMessage","This will remove Posit Assistant and restart RStudio. Do you want to continue?","此操作将移除 Posit Assistant 并重新启动 RStudio。是否继续？","Posit Assistant 相关界面中的提示或说明文本（Chat 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/choosefile/ChoosefileConstants_zh_CN.properties","cancellingMessage","Cancelling...","正在取消...","Workbench 相关界面中的提示或说明文本（Choosefile 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/choosefile/ChoosefileConstants_zh_CN.properties","chooseFileCaption","Choose File","选择文件","Workbench 相关界面中的标题（Choosefile 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/choosefile/ChoosefileConstants_zh_CN.properties","savingMessage","Saving...","正在保存...","Workbench 相关界面中的提示或说明文本（Choosefile 资源）。","","同一个英文原文在其他 key 中存在不同中文译法"
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","advancedOptionsCaption","Advanced Options","高级选项","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","checkingForUpdatesProgress","Checking for Updates...","正在检查更新...","Connections 相关界面中的界面文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","configureButtonLabel","Configure","配置","Connections 相关界面中的按钮或操作项（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","connectedText","Connected","已连接","Connections 相关界面中的标签或显示文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","connectExistingDataSourceCaption","Connect to Existing Data Sources","连接到现有数据源","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","connectFromText","Connect from:","连接方式:","Connections 相关界面中的标签或显示文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","connectingLabel","Connecting","连接中","Connections 相关界面中的标签或显示文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","connectionHelpLink","Using {0}","使用 {0}","Connections 相关界面中的提示或说明文本（Connections 资源）。","{0}",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","connectionInfoSubTitle","{0} via {1}","{0} 通过 {1}","Connections 相关界面中的标题（Connections 资源）。","{0} | {1}",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","connectionNameLabel","{0} Connection","{0} 连接","Connections 相关界面中的标签或显示文本（Connections 资源）。","{0}",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","connectionsTab","Connections Tab Connection","连接标签页中的连接","Connections 相关界面中的界面文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","connectionsTabLabel","Connections Tab","连接标签页","Connections 相关界面中的标签或显示文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","connectionsTitle","Connections","连接","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","connectionTextHeader","Connection","连接","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","connectionTitle","Connection:","连接 :","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","connectionUserActionLabel","Connecting to ","正在连接到","Connections 相关界面中的按钮或操作项（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","connectLabel","Connect","连接","Connections 相关界面中的标签或显示文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","copyToClipboardItem","Copy to Clipboard","复制到剪贴板","Connections 相关界面中的界面文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","copyToClipboardText","Copy to Clipboard","复制到剪贴板","Connections 相关界面中的标签或显示文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","disconnectCaption","Disconnect","断开连接","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","disconnectQuestion","Are you sure you want to disconnect?","确定要断开连接吗？","Connections 相关界面中的界面文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","driverInstalledText","The {0} driver is now installed!","{0} 驱动程序已安装！","Connections 相关界面中的标签或显示文本（Connections 资源）。","{0}",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","driverLabelText","The {0} driver is currently not installed. ","当前尚未安装 {0} 驱动程序。 ","Connections 相关界面中的标签或显示文本（Connections 资源）。","{0}",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","driverUninstalledSuccess","Driver {0} was successfully uninstalled..","{0} 驱动程序已成功卸载。","Connections 相关界面中的界面文本（Connections 资源）。","{0}",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","errorCaption","Error","错误","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","exploreConnectionTitle","Explore connection","浏览连接","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","failedToCheckUpdatesError","Failed to check for updates","检查更新失败","Connections 相关界面中的提示或说明文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","failureHTML","<b>Failure.</b> ","<b>失败。</b> ","Connections 相关界面中的界面文本（Connections 资源）。","<b> | </b>",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","filterByConnectionLabel","Filter by connection","按连接筛选","Connections 相关界面中的标签或显示文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","filterByObjectLabel","Filter by object","按对象筛选","Connections 相关界面中的标签或显示文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","installationFailedCaption","Installation failed","安装失败","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","installationFailedMessage","Installation for the {0} driver failed with status {1}.","{0} 驱动程序安装失败，状态为 {1}。","Connections 相关界面中的提示或说明文本（Connections 资源）。","{0} | {1}",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","installationPageCaption","{0} Installation","{0} 安装","Connections 相关界面中的标题（Connections 资源）。","{0}",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","installationPath","Installation path:","安装路径 :","Connections 相关界面中的界面文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","installOdbcCaption","{0} Installation","{0} 安装","Connections 相关界面中的标题（Connections 资源）。","{0}",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","installOdbcDriverText","The {0} driver is being installed...","正在安装 {0} 驱动程序...","Connections 相关界面中的标签或显示文本（Connections 资源）。","{0}",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","loadingObjectsMessage","Loading objects","正在加载对象","Connections 相关界面中的提示或说明文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","newConnectionCaption","New Connection","新建连接","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","newConnectionError","The R session is currently busy. Wait for completion or interrupt the current session and retry.","R 会话当前正忙。请等待当前操作完成，或中断当前会话后重试。","Connections 相关界面中的提示或说明文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","newConnectionInfoCaption","Using {0}","使用 {0}","Connections 相关界面中的标题（Connections 资源）。","{0}",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","newConnectionPage","{0} Connection","{0} 连接","Connections 相关界面中的界面文本（Connections 资源）。","{0}",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","newConnectionSuccessHTML","<b>Success!</b> The given parameters can be used to connect and disconnect correctly.","<b>成功！</b>给定参数可用于正常连接和断开连接。","Connections 相关界面中的界面文本（Connections 资源）。","<b> | </b>",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","newRNotebookItem","New R Notebook","新建 R Notebook","Connections 相关界面中的界面文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","newRNotebookText","New R Notebook","新建 R Notebook","Connections 相关界面中的标签或显示文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","newRScriptItem","New R Script","新建 R 脚本","Connections 相关界面中的界面文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","newRScriptText","New R Script","新建 R 脚本","Connections 相关界面中的标签或显示文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","notConnectedLabel","(Not connected)","(未连接)","Connections 相关界面中的标签或显示文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","okLabel","OK","确定","Connections 相关界面中的标签或显示文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","optionsButtonLabel","Options...","选项...","Connections 相关界面中的按钮或操作项（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","preparingConnectionsProgressMessage","Preparing Connections...","正在准备连接...","Connections 相关界面中的提示或说明文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","previewTableProgressMessage","Previewing table...","正在预览表格...","Connections 相关界面中的提示或说明文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","rConsoleItem","R Console","R 控制台","Connections 相关界面中的界面文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","rConsoleText","R Console","R 控制台","Connections 相关界面中的标签或显示文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","removeConnectionCaption","Remove Connection","删除连接","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","removeConnectionQuestion","Are you sure you want to remove this connection from the connection history?","确定要从连接历史记录中移除此连接吗？","Connections 相关界面中的界面文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","rstudioConnectionsCaption","Using RStudio Connections","使用 RStudio 连接","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","shinyMiniUITitle","Shiny Mini UI","Shiny Mini UI","Connections 相关界面中的标题（Connections 资源）。","","中文值与英文原文完全相同；需要人工确认是否为有意保留英文；中文值不含汉字且包含拉丁字母；可能是产品名、缩写或保留英文，需人工确认；现有 translation provenance 状态为 needs-review"
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","statusText","Status","状态","Connections 相关界面中的标签或显示文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","testButtonLabel","Test","测试","Connections 相关界面中的按钮或操作项（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","testingConnectionProgressMessage","Testing Connection...","正在测试连接...","Connections 相关界面中的提示或说明文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","testResultsCaption","Test Results","测试结果","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","titleText","title","标题","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","uninstallationCompleteCaption","Uninstallation complete","卸载完成","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","uninstallationFailedCaption","Uninstallation failed","卸载失败","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","uninstallButton","Uninstall...","卸载...","Connections 相关界面中的按钮或操作项（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","uninstallDriverCaption","Uninstall {0} Driver","卸载 {0} 驱动程序","Connections 相关界面中的标题（Connections 资源）。","{0}",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","uninstallDriverMessage","Uninstall the {0} driver by removing files and registration entries?","是否通过删除文件和注册表项来卸载 {0} 驱动程序？","Connections 相关界面中的提示或说明文本（Connections 资源）。","{0}",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","uninstalledFailedMessage","Uninstallation failed","卸载失败","Connections 相关界面中的提示或说明文本（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","viewAllConnectionsTitle","View all connections","查看所有连接","Connections 相关界面中的标题（Connections 资源）。","",""
"GWT / Connections","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/connections/ConnectionsConstants_zh_CN.properties","viewTableHTML","""View table (up to 1,000 records)""","""查看表格（最多 1,000 条记录）""","Connections 相关界面中的界面文本（Connections 资源）。","",""
"GWT / Console","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/views/console/ConsoleConstants_zh_CN.properties","consoleClearedMessage","Console cleared","控制台已清空","Console 相关界面中的提示或说明文本（Console 资源）。","",""
